Simulation created and run on: 
Fri Nov  4 09:23:42 2022


Time (s), Height (m), Velocity (m/s), Deployment Angle (radians)
5.0257, 1946.66, 193.017, 0
5.02596, 1946.71, 193.013, 0
5.02622, 1946.76, 193.009, 0
5.02648, 1946.81, 193.006, 0
5.02674, 1946.86, 193.002, 0
5.027, 1946.91, 192.998, 0
5.02725, 1946.96, 192.994, 0
5.02751, 1947.01, 192.99, 0
5.02777, 1947.06, 192.986, 0
5.02803, 1947.11, 192.982, 0
5.02829, 1947.16, 192.978, 0
5.02855, 1947.21, 192.975, 0
5.02881, 1947.26, 192.971, 0
5.02907, 1947.31, 192.967, 0
5.02933, 1947.36, 192.963, 0
5.02959, 1947.41, 192.959, 0
5.02985, 1947.46, 192.955, 0
5.0301, 1947.51, 192.951, 0
5.03036, 1947.56, 192.948, 0
5.03062, 1947.61, 192.944, 0
5.03088, 1947.66, 192.94, 0
5.03114, 1947.71, 192.936, 0
5.0314, 1947.76, 192.932, 0
5.03166, 1947.81, 192.928, 0
5.03192, 1947.86, 192.924, 0
5.03218, 1947.91, 192.921, 0
5.03244, 1947.96, 192.917, 0
5.0327, 1948.01, 192.913, 0
5.03296, 1948.06, 192.909, 0
5.03321, 1948.11, 192.905, 0
5.03347, 1948.16, 192.901, 0
5.03373, 1948.21, 192.897, 0
5.03399, 1948.26, 192.894, 0
5.03425, 1948.31, 192.89, 0
5.03451, 1948.36, 192.886, 0
5.03477, 1948.41, 192.882, 0
5.03503, 1948.46, 192.878, 0
5.03529, 1948.51, 192.874, 0
5.03555, 1948.56, 192.87, 0
5.03581, 1948.61, 192.866, 0
5.03607, 1948.66, 192.863, 0
5.03633, 1948.71, 192.859, 0
5.03658, 1948.76, 192.855, 0
5.03684, 1948.81, 192.851, 0
5.0371, 1948.86, 192.847, 0
5.03736, 1948.91, 192.843, 0
5.03762, 1948.96, 192.839, 0
5.03788, 1949.01, 192.836, 0
5.03814, 1949.06, 192.832, 0
5.0384, 1949.11, 192.828, 0
5.03866, 1949.16, 192.824, 0
5.03892, 1949.21, 192.82, 0
5.03918, 1949.26, 192.816, 0
5.03944, 1949.31, 192.812, 0
5.0397, 1949.36, 192.809, 0
5.03996, 1949.41, 192.805, 0
5.04021, 1949.46, 192.801, 0
5.04047, 1949.51, 192.797, 0
5.04073, 1949.56, 192.793, 0
5.04099, 1949.61, 192.789, 0
5.04125, 1949.66, 192.785, 0
5.04151, 1949.71, 192.781, 0
5.04177, 1949.76, 192.778, 0
5.04203, 1949.81, 192.774, 0
5.04229, 1949.86, 192.77, 0
5.04255, 1949.91, 192.766, 0
5.04281, 1949.96, 192.762, 0
5.04307, 1950.01, 192.758, 0
5.04333, 1950.06, 192.754, 0
5.04359, 1950.11, 192.751, 0
5.04385, 1950.16, 192.747, 0
5.04411, 1950.21, 192.743, 0
5.04437, 1950.26, 192.739, 0
5.04462, 1950.31, 192.735, 0
5.04488, 1950.36, 192.731, 0
5.04514, 1950.41, 192.727, 0
5.0454, 1950.46, 192.724, 0
5.04566, 1950.51, 192.72, 0
5.04592, 1950.56, 192.716, 0
5.04618, 1950.61, 192.712, 0
5.04644, 1950.66, 192.708, 0
5.0467, 1950.71, 192.704, 0
5.04696, 1950.76, 192.7, 0
5.04722, 1950.81, 192.696, 0
5.04748, 1950.86, 192.693, 0
5.04774, 1950.91, 192.689, 0
5.048, 1950.96, 192.685, 0
5.04826, 1951.01, 192.681, 0
5.04852, 1951.06, 192.677, 0
5.04878, 1951.11, 192.673, 0
5.04904, 1951.16, 192.669, 0
5.04929, 1951.21, 192.666, 0
5.04955, 1951.26, 192.662, 0
5.04981, 1951.31, 192.658, 0
5.05007, 1951.36, 192.654, 0
5.05033, 1951.41, 192.65, 0
5.05059, 1951.46, 192.646, 0
5.05085, 1951.51, 192.642, 0
5.05111, 1951.56, 192.639, 0
5.05137, 1951.61, 192.635, 0
5.05163, 1951.66, 192.631, 0
5.05189, 1951.71, 192.627, 0
5.05215, 1951.76, 192.623, 0
5.05241, 1951.81, 192.619, 0
5.05267, 1951.86, 192.615, 0
5.05293, 1951.91, 192.611, 0
5.05319, 1951.96, 192.608, 0
5.05345, 1952.01, 192.604, 0
5.05371, 1952.06, 192.6, 0
5.05397, 1952.11, 192.596, 0
5.05423, 1952.16, 192.592, 0
5.05449, 1952.21, 192.588, 0
5.05475, 1952.26, 192.584, 0
5.05501, 1952.31, 192.581, 0
5.05527, 1952.36, 192.577, 0
5.05552, 1952.41, 192.573, 0
5.05578, 1952.46, 192.569, 0
5.05604, 1952.51, 192.565, 0
5.0563, 1952.56, 192.561, 0
5.05656, 1952.61, 192.557, 0
5.05682, 1952.66, 192.554, 0
5.05708, 1952.71, 192.55, 0
5.05734, 1952.76, 192.546, 0
5.0576, 1952.81, 192.542, 0
5.05786, 1952.86, 192.538, 0
5.05812, 1952.91, 192.534, 0
5.05838, 1952.96, 192.53, 0
5.05864, 1953.01, 192.526, 0
5.0589, 1953.06, 192.523, 0
5.05916, 1953.11, 192.519, 0
5.05942, 1953.16, 192.515, 0
5.05968, 1953.21, 192.511, 0
5.05994, 1953.26, 192.507, 0
5.0602, 1953.31, 192.503, 0
5.06046, 1953.36, 192.499, 0
5.06072, 1953.41, 192.496, 0
5.06098, 1953.46, 192.492, 0
5.06124, 1953.51, 192.488, 0
5.0615, 1953.56, 192.484, 0
5.06176, 1953.61, 192.48, 0
5.06202, 1953.66, 192.476, 0
5.06228, 1953.71, 192.472, 0
5.06254, 1953.76, 192.469, 0
5.0628, 1953.81, 192.465, 0
5.06306, 1953.86, 192.461, 0
5.06332, 1953.91, 192.457, 0
5.06358, 1953.96, 192.453, 0
5.06384, 1954.01, 192.449, 0
5.0641, 1954.06, 192.445, 0
5.06436, 1954.11, 192.441, 0
5.06462, 1954.16, 192.438, 0
5.06488, 1954.21, 192.434, 0
5.06514, 1954.26, 192.43, 0
5.0654, 1954.31, 192.426, 0
5.06566, 1954.36, 192.422, 0
5.06591, 1954.41, 192.418, 0
5.06617, 1954.46, 192.414, 0
5.06643, 1954.51, 192.411, 0
5.06669, 1954.56, 192.407, 0
5.06695, 1954.61, 192.403, 0
5.06721, 1954.66, 192.399, 0
5.06747, 1954.71, 192.395, 0
5.06773, 1954.76, 192.391, 0
5.06799, 1954.81, 192.387, 0
5.06825, 1954.86, 192.383, 0
5.06851, 1954.91, 192.38, 0
5.06877, 1954.96, 192.376, 0
5.06903, 1955.01, 192.372, 0
5.06929, 1955.06, 192.368, 0
5.06955, 1955.11, 192.364, 0
5.06981, 1955.16, 192.36, 0
5.07007, 1955.21, 192.356, 0
5.07033, 1955.26, 192.353, 0
5.07059, 1955.31, 192.349, 0
5.07085, 1955.36, 192.345, 0
5.07111, 1955.41, 192.341, 0
5.07137, 1955.46, 192.337, 0
5.07163, 1955.51, 192.333, 0
5.07189, 1955.56, 192.329, 0
5.07215, 1955.61, 192.326, 0
5.07241, 1955.66, 192.322, 0
5.07267, 1955.71, 192.318, 0
5.07293, 1955.76, 192.314, 0
5.07319, 1955.81, 192.31, 0
5.07345, 1955.86, 192.306, 0
5.07371, 1955.91, 192.302, 0
5.07397, 1955.96, 192.298, 0
5.07423, 1956.01, 192.295, 0
5.07449, 1956.06, 192.291, 0
5.07475, 1956.11, 192.287, 0
5.07501, 1956.16, 192.283, 0
5.07527, 1956.21, 192.279, 0
5.07553, 1956.26, 192.275, 0
5.07579, 1956.31, 192.271, 0
5.07605, 1956.36, 192.268, 0
5.07631, 1956.41, 192.264, 0
5.07657, 1956.46, 192.26, 0
5.07683, 1956.51, 192.256, 0
5.07709, 1956.56, 192.252, 0
5.07735, 1956.61, 192.248, 0
5.07761, 1956.66, 192.244, 0
5.07787, 1956.71, 192.24, 0
5.07813, 1956.76, 192.237, 0
5.07839, 1956.81, 192.233, 0
5.07865, 1956.86, 192.229, 0
5.07891, 1956.91, 192.225, 0
5.07917, 1956.96, 192.221, 0
5.07943, 1957.01, 192.217, 0
5.07969, 1957.06, 192.213, 0
5.07995, 1957.11, 192.21, 0
5.08021, 1957.16, 192.206, 0
5.08047, 1957.21, 192.202, 0
5.08074, 1957.26, 192.198, 0
5.081, 1957.31, 192.194, 0
5.08126, 1957.36, 192.19, 0
5.08152, 1957.41, 192.186, 0
5.08178, 1957.46, 192.183, 0
5.08204, 1957.51, 192.179, 0
5.0823, 1957.56, 192.175, 0
5.08256, 1957.61, 192.171, 0
5.08282, 1957.66, 192.167, 0
5.08308, 1957.71, 192.163, 0
5.08334, 1957.76, 192.159, 0
5.0836, 1957.81, 192.155, 0
5.08386, 1957.86, 192.152, 0
5.08412, 1957.91, 192.148, 0
5.08438, 1957.96, 192.144, 0
5.08464, 1958.01, 192.14, 0
5.0849, 1958.06, 192.136, 0
5.08516, 1958.11, 192.132, 0
5.08542, 1958.16, 192.128, 0
5.08568, 1958.21, 192.125, 0
5.08594, 1958.26, 192.121, 0
5.0862, 1958.31, 192.117, 0
5.08646, 1958.36, 192.113, 0
5.08672, 1958.41, 192.109, 0
5.08698, 1958.46, 192.105, 0
5.08724, 1958.51, 192.101, 0
5.0875, 1958.56, 192.097, 0
5.08776, 1958.61, 192.094, 0
5.08802, 1958.66, 192.09, 0
5.08828, 1958.71, 192.086, 0
5.08854, 1958.76, 192.082, 0
5.0888, 1958.81, 192.078, 0
5.08906, 1958.86, 192.074, 0
5.08932, 1958.91, 192.07, 0
5.08958, 1958.96, 192.067, 0
5.08984, 1959.01, 192.063, 0
5.0901, 1959.06, 192.059, 0
5.09036, 1959.11, 192.055, 0
5.09062, 1959.16, 192.051, 0
5.09088, 1959.21, 192.047, 0
5.09115, 1959.26, 192.043, 0
5.09141, 1959.31, 192.039, 0
5.09167, 1959.36, 192.036, 0
5.09193, 1959.41, 192.032, 0
5.09219, 1959.46, 192.028, 0
5.09245, 1959.51, 192.024, 0
5.09271, 1959.56, 192.02, 0
5.09297, 1959.61, 192.016, 0
5.09323, 1959.66, 192.012, 0
5.09349, 1959.71, 192.009, 0
5.09375, 1959.76, 192.005, 0
5.09401, 1959.81, 192.001, 0
5.09427, 1959.86, 191.997, 0
5.09453, 1959.91, 191.993, 0
5.09479, 1959.96, 191.989, 0
5.09505, 1960.01, 191.985, 0
5.09531, 1960.06, 191.981, 0
5.09557, 1960.11, 191.978, 0
5.09583, 1960.16, 191.974, 0
5.09609, 1960.21, 191.97, 0
5.09635, 1960.26, 191.966, 0
5.09661, 1960.31, 191.962, 0
5.09687, 1960.36, 191.958, 0
5.09713, 1960.41, 191.954, 0
5.0974, 1960.46, 191.951, 0
5.09766, 1960.51, 191.947, 0
5.09792, 1960.56, 191.943, 0
5.09818, 1960.61, 191.939, 0
5.09844, 1960.66, 191.935, 0
5.0987, 1960.71, 191.931, 0
5.09896, 1960.76, 191.927, 0
5.09922, 1960.81, 191.923, 0
5.09948, 1960.86, 191.92, 0
5.09974, 1960.91, 191.916, 0
5.1, 1960.96, 191.912, 0
5.10026, 1961.01, 191.908, 0
5.10052, 1961.06, 191.904, 0
5.10078, 1961.11, 191.9, 0
5.10104, 1961.16, 191.896, 0
5.1013, 1961.21, 191.893, 0
5.10156, 1961.26, 191.889, 0
5.10182, 1961.31, 191.885, 0
5.10209, 1961.36, 191.881, 0
5.10235, 1961.41, 191.877, 0
5.10261, 1961.46, 191.873, 0
5.10287, 1961.51, 191.869, 0
5.10313, 1961.56, 191.865, 0
5.10339, 1961.61, 191.862, 0
5.10365, 1961.66, 191.858, 0
5.10391, 1961.71, 191.854, 0
5.10417, 1961.76, 191.85, 0
5.10443, 1961.81, 191.846, 0
5.10469, 1961.86, 191.842, 0
5.10495, 1961.91, 191.838, 0
5.10521, 1961.96, 191.835, 0
5.10547, 1962.01, 191.831, 0
5.10573, 1962.06, 191.827, 0
5.10599, 1962.11, 191.823, 0
5.10625, 1962.16, 191.819, 0
5.10652, 1962.21, 191.815, 0
5.10678, 1962.26, 191.811, 0
5.10704, 1962.31, 191.807, 0
5.1073, 1962.36, 191.804, 0
5.10756, 1962.41, 191.8, 0
5.10782, 1962.46, 191.796, 0
5.10808, 1962.51, 191.792, 0
5.10834, 1962.56, 191.788, 0
5.1086, 1962.61, 191.784, 0
5.10886, 1962.66, 191.78, 0
5.10912, 1962.71, 191.777, 0
5.10938, 1962.76, 191.773, 0
5.10964, 1962.81, 191.769, 0
5.1099, 1962.86, 191.765, 0
5.11017, 1962.91, 191.761, 0
5.11043, 1962.96, 191.757, 0
5.11069, 1963.01, 191.753, 0
5.11095, 1963.06, 191.749, 0
5.11121, 1963.11, 191.746, 0
5.11147, 1963.16, 191.742, 0
5.11173, 1963.21, 191.738, 0
5.11199, 1963.26, 191.734, 0
5.11225, 1963.31, 191.73, 0
5.11251, 1963.36, 191.726, 0
5.11277, 1963.41, 191.722, 0
5.11303, 1963.46, 191.719, 0
5.11329, 1963.51, 191.715, 0
5.11356, 1963.56, 191.711, 0
5.11382, 1963.61, 191.707, 0
5.11408, 1963.66, 191.703, 0
5.11434, 1963.71, 191.699, 0
5.1146, 1963.76, 191.695, 0
5.11486, 1963.81, 191.691, 0
5.11512, 1963.86, 191.688, 0
5.11538, 1963.91, 191.684, 0
5.11564, 1963.96, 191.68, 0
5.1159, 1964.01, 191.676, 0
5.11616, 1964.06, 191.672, 0
5.11642, 1964.11, 191.668, 0
5.11669, 1964.16, 191.664, 0
5.11695, 1964.21, 191.661, 0
5.11721, 1964.26, 191.657, 0
5.11747, 1964.31, 191.653, 0
5.11773, 1964.36, 191.649, 0
5.11799, 1964.41, 191.645, 0
5.11825, 1964.46, 191.641, 0
5.11851, 1964.51, 191.637, 0
5.11877, 1964.56, 191.633, 0
5.11903, 1964.61, 191.63, 0
5.11929, 1964.66, 191.626, 0
5.11956, 1964.71, 191.622, 0
5.11982, 1964.76, 191.618, 0
5.12008, 1964.81, 191.614, 0
5.12034, 1964.86, 191.61, 0
5.1206, 1964.91, 191.606, 0
5.12086, 1964.96, 191.603, 0
5.12112, 1965.01, 191.599, 0
5.12138, 1965.06, 191.595, 0
5.12164, 1965.11, 191.591, 0
5.1219, 1965.16, 191.587, 0
5.12217, 1965.21, 191.583, 0
5.12243, 1965.26, 191.579, 0
5.12269, 1965.31, 191.575, 0
5.12295, 1965.36, 191.572, 0
5.12321, 1965.41, 191.568, 0
5.12347, 1965.46, 191.564, 0
5.12373, 1965.51, 191.56, 0
5.12399, 1965.56, 191.556, 0
5.12425, 1965.61, 191.552, 0
5.12451, 1965.66, 191.548, 0
5.12478, 1965.71, 191.544, 0
5.12504, 1965.76, 191.541, 0
5.1253, 1965.81, 191.537, 0
5.12556, 1965.86, 191.533, 0
5.12582, 1965.91, 191.529, 0
5.12608, 1965.96, 191.525, 0
5.12634, 1966.01, 191.521, 0
5.1266, 1966.06, 191.517, 0
5.12686, 1966.11, 191.514, 0
5.12712, 1966.16, 191.51, 0
5.12739, 1966.21, 191.506, 0
5.12765, 1966.26, 191.502, 0
5.12791, 1966.31, 191.498, 0
5.12817, 1966.36, 191.494, 0
5.12843, 1966.41, 191.49, 0
5.12869, 1966.46, 191.486, 0
5.12895, 1966.51, 191.483, 0
5.12921, 1966.56, 191.479, 0
5.12947, 1966.61, 191.475, 0
5.12974, 1966.66, 191.471, 0
5.13, 1966.71, 191.467, 0
5.13026, 1966.76, 191.463, 0
5.13052, 1966.81, 191.459, 0
5.13078, 1966.86, 191.456, 0
5.13104, 1966.91, 191.452, 0
5.1313, 1966.96, 191.448, 0
5.13156, 1967.01, 191.444, 0
5.13183, 1967.06, 191.44, 0
5.13209, 1967.11, 191.436, 0
5.13235, 1967.16, 191.432, 0
5.13261, 1967.21, 191.428, 0
5.13287, 1967.26, 191.425, 0
5.13313, 1967.31, 191.421, 0
5.13339, 1967.36, 191.417, 0
5.13365, 1967.41, 191.413, 0
5.13392, 1967.46, 191.409, 0
5.13418, 1967.51, 191.405, 0
5.13444, 1967.56, 191.401, 0
5.1347, 1967.61, 191.397, 0
5.13496, 1967.66, 191.394, 0
5.13522, 1967.71, 191.39, 0
5.13548, 1967.76, 191.386, 0
5.13574, 1967.81, 191.382, 0
5.136, 1967.86, 191.378, 0
5.13627, 1967.91, 191.374, 0
5.13653, 1967.96, 191.37, 0
5.13679, 1968.01, 191.367, 0
5.13705, 1968.06, 191.363, 0
5.13731, 1968.11, 191.359, 0
5.13757, 1968.16, 191.355, 0
5.13783, 1968.21, 191.351, 0
5.1381, 1968.26, 191.347, 0
5.13836, 1968.31, 191.343, 0
5.13862, 1968.36, 191.339, 0
5.13888, 1968.41, 191.336, 0
5.13914, 1968.46, 191.332, 0
5.1394, 1968.51, 191.328, 0
5.13966, 1968.56, 191.324, 0
5.13992, 1968.61, 191.32, 0
5.14019, 1968.66, 191.316, 0
5.14045, 1968.71, 191.312, 0
5.14071, 1968.76, 191.309, 0
5.14097, 1968.81, 191.305, 0
5.14123, 1968.86, 191.301, 0
5.14149, 1968.91, 191.297, 0
5.14175, 1968.96, 191.293, 0
5.14202, 1969.01, 191.289, 0
5.14228, 1969.06, 191.285, 0
5.14254, 1969.11, 191.281, 0
5.1428, 1969.16, 191.278, 0
5.14306, 1969.21, 191.274, 0
5.14332, 1969.26, 191.27, 0
5.14358, 1969.31, 191.266, 0
5.14385, 1969.36, 191.262, 0
5.14411, 1969.41, 191.258, 0
5.14437, 1969.46, 191.254, 0
5.14463, 1969.51, 191.25, 0
5.14489, 1969.56, 191.247, 0
5.14515, 1969.61, 191.243, 0
5.14541, 1969.66, 191.239, 0
5.14568, 1969.71, 191.235, 0
5.14594, 1969.76, 191.231, 0
5.1462, 1969.81, 191.227, 0
5.14646, 1969.86, 191.223, 0
5.14672, 1969.91, 191.22, 0
5.14698, 1969.96, 191.216, 0
5.14724, 1970.01, 191.212, 0
5.14751, 1970.06, 191.208, 0
5.14777, 1970.11, 191.204, 0
5.14803, 1970.16, 191.2, 0
5.14829, 1970.21, 191.196, 0
5.14855, 1970.26, 191.192, 0
5.14881, 1970.31, 191.189, 0
5.14907, 1970.36, 191.185, 0
5.14934, 1970.41, 191.181, 0
5.1496, 1970.46, 191.177, 0
5.14986, 1970.51, 191.173, 0
5.15012, 1970.56, 191.169, 0
5.15038, 1970.61, 191.165, 0
5.15064, 1970.66, 191.161, 0
5.15091, 1970.71, 191.158, 0
5.15117, 1970.76, 191.154, 0
5.15143, 1970.81, 191.15, 0
5.15169, 1970.86, 191.146, 0
5.15195, 1970.91, 191.142, 0
5.15221, 1970.96, 191.138, 0
5.15248, 1971.01, 191.134, 0
5.15274, 1971.06, 191.131, 0
5.153, 1971.11, 191.127, 0
5.15326, 1971.16, 191.123, 0
5.15352, 1971.21, 191.119, 0
5.15378, 1971.26, 191.115, 0
5.15404, 1971.31, 191.111, 0
5.15431, 1971.36, 191.107, 0
5.15457, 1971.41, 191.103, 0
5.15483, 1971.46, 191.1, 0
5.15509, 1971.51, 191.096, 0
5.15535, 1971.56, 191.092, 0
5.15561, 1971.61, 191.088, 0
5.15588, 1971.66, 191.084, 0
5.15614, 1971.71, 191.08, 0
5.1564, 1971.76, 191.076, 0
5.15666, 1971.81, 191.072, 0
5.15692, 1971.86, 191.069, 0
5.15718, 1971.91, 191.065, 0
5.15745, 1971.96, 191.061, 0
5.15771, 1972.01, 191.057, 0
5.15797, 1972.06, 191.053, 0
5.15823, 1972.11, 191.049, 0
5.15849, 1972.16, 191.045, 0
5.15876, 1972.21, 191.042, 0
5.15902, 1972.26, 191.038, 0
5.15928, 1972.31, 191.034, 0
5.15954, 1972.36, 191.03, 0
5.1598, 1972.41, 191.026, 0
5.16006, 1972.46, 191.022, 0
5.16033, 1972.51, 191.018, 0
5.16059, 1972.56, 191.014, 0
5.16085, 1972.61, 191.011, 0
5.16111, 1972.66, 191.007, 0
5.16137, 1972.71, 191.003, 0
5.16163, 1972.76, 190.999, 0
5.1619, 1972.81, 190.995, 0
5.16216, 1972.86, 190.991, 0
5.16242, 1972.91, 190.987, 0
5.16268, 1972.96, 190.983, 0
5.16294, 1973.01, 190.98, 0
5.16321, 1973.06, 190.976, 0
5.16347, 1973.11, 190.972, 0
5.16373, 1973.16, 190.968, 0
5.16399, 1973.21, 190.964, 0
5.16425, 1973.26, 190.96, 0
5.16451, 1973.31, 190.956, 0
5.16478, 1973.36, 190.952, 0
5.16504, 1973.41, 190.949, 0
5.1653, 1973.46, 190.945, 0
5.16556, 1973.51, 190.941, 0
5.16582, 1973.56, 190.937, 0
5.16609, 1973.61, 190.933, 0
5.16635, 1973.66, 190.929, 0
5.16661, 1973.71, 190.925, 0
5.16687, 1973.76, 190.922, 0
5.16713, 1973.81, 190.918, 0
5.16739, 1973.86, 190.914, 0
5.16766, 1973.91, 190.91, 0
5.16792, 1973.96, 190.906, 0
5.16818, 1974.01, 190.902, 0
5.16844, 1974.06, 190.898, 0
5.1687, 1974.11, 190.894, 0
5.16897, 1974.16, 190.891, 0
5.16923, 1974.21, 190.887, 0
5.16949, 1974.26, 190.883, 0
5.16975, 1974.31, 190.879, 0
5.17001, 1974.36, 190.875, 0
5.17028, 1974.41, 190.871, 0
5.17054, 1974.46, 190.867, 0
5.1708, 1974.51, 190.863, 0
5.17106, 1974.56, 190.86, 0
5.17132, 1974.61, 190.856, 0
5.17159, 1974.66, 190.852, 0
5.17185, 1974.71, 190.848, 0
5.17211, 1974.76, 190.844, 0
5.17237, 1974.81, 190.84, 0
5.17263, 1974.86, 190.836, 0
5.1729, 1974.91, 190.833, 0
5.17316, 1974.96, 190.829, 0
5.17342, 1975.01, 190.825, 0
5.17368, 1975.06, 190.821, 0
5.17394, 1975.11, 190.817, 0
5.17421, 1975.16, 190.813, 0
5.17447, 1975.21, 190.809, 0
5.17473, 1975.26, 190.805, 0
5.17499, 1975.31, 190.802, 0
5.17525, 1975.36, 190.798, 0
5.17552, 1975.41, 190.794, 0
5.17578, 1975.46, 190.79, 0
5.17604, 1975.51, 190.786, 0
5.1763, 1975.56, 190.782, 0
5.17656, 1975.61, 190.778, 0
5.17683, 1975.66, 190.774, 0
5.17709, 1975.71, 190.771, 0
5.17735, 1975.76, 190.767, 0
5.17761, 1975.81, 190.763, 0
5.17788, 1975.86, 190.759, 0
5.17814, 1975.91, 190.755, 0
5.1784, 1975.96, 190.751, 0
5.17866, 1976.01, 190.747, 0
5.17892, 1976.06, 190.743, 0
5.17919, 1976.11, 190.74, 0
5.17945, 1976.16, 190.736, 0
5.17971, 1976.21, 190.732, 0
5.17997, 1976.26, 190.728, 0
5.18023, 1976.31, 190.724, 0
5.1805, 1976.36, 190.72, 0
5.18076, 1976.41, 190.716, 0
5.18102, 1976.46, 190.712, 0
5.18128, 1976.51, 190.709, 0
5.18155, 1976.56, 190.705, 0
5.18181, 1976.61, 190.701, 0
5.18207, 1976.66, 190.697, 0
5.18233, 1976.71, 190.693, 0
5.18259, 1976.76, 190.689, 0
5.18286, 1976.81, 190.685, 0
5.18312, 1976.86, 190.682, 0
5.18338, 1976.91, 190.678, 0
5.18364, 1976.96, 190.674, 0
5.18391, 1977.01, 190.67, 0
5.18417, 1977.06, 190.666, 0
5.18443, 1977.11, 190.662, 0
5.18469, 1977.16, 190.658, 0
5.18495, 1977.21, 190.654, 0
5.18522, 1977.26, 190.651, 0
5.18548, 1977.31, 190.647, 0
5.18574, 1977.36, 190.643, 0
5.186, 1977.41, 190.639, 0
5.18627, 1977.46, 190.635, 0
5.18653, 1977.51, 190.631, 0
5.18679, 1977.56, 190.627, 0
5.18705, 1977.61, 190.623, 0
5.18731, 1977.66, 190.62, 0
5.18758, 1977.71, 190.616, 0
5.18784, 1977.76, 190.612, 0
5.1881, 1977.81, 190.608, 0
5.18836, 1977.86, 190.604, 0
5.18863, 1977.91, 190.6, 0
5.18889, 1977.96, 190.596, 0
5.18915, 1978.01, 190.592, 0
5.18941, 1978.06, 190.589, 0
5.18968, 1978.11, 190.585, 0
5.18994, 1978.16, 190.581, 0
5.1902, 1978.21, 190.577, 0
5.19046, 1978.26, 190.573, 0
5.19073, 1978.31, 190.569, 0
5.19099, 1978.36, 190.565, 0
5.19125, 1978.41, 190.562, 0
5.19151, 1978.46, 190.558, 0
5.19177, 1978.51, 190.554, 0
5.19204, 1978.56, 190.55, 0
5.1923, 1978.61, 190.546, 0
5.19256, 1978.66, 190.542, 0
5.19282, 1978.71, 190.538, 0
5.19309, 1978.76, 190.534, 0
5.19335, 1978.81, 190.531, 0
5.19361, 1978.86, 190.527, 0
5.19387, 1978.91, 190.523, 0
5.19414, 1978.96, 190.519, 0
5.1944, 1979.01, 190.515, 0
5.19466, 1979.06, 190.511, 0
5.19492, 1979.11, 190.507, 0
5.19519, 1979.16, 190.503, 0
5.19545, 1979.21, 190.5, 0
5.19571, 1979.26, 190.496, 0
5.19597, 1979.31, 190.492, 0
5.19624, 1979.36, 190.488, 0
5.1965, 1979.41, 190.484, 0
5.19676, 1979.46, 190.48, 0
5.19702, 1979.51, 190.476, 0
5.19729, 1979.56, 190.472, 0
5.19755, 1979.61, 190.469, 0
5.19781, 1979.66, 190.465, 0
5.19807, 1979.71, 190.461, 0
5.19834, 1979.76, 190.457, 0
5.1986, 1979.81, 190.453, 0
5.19886, 1979.86, 190.449, 0
5.19912, 1979.91, 190.445, 0
5.19939, 1979.96, 190.441, 0
5.19965, 1980.01, 190.438, 0
5.19991, 1980.06, 190.434, 0
5.20017, 1980.11, 190.43, 0
5.20044, 1980.16, 190.426, 0
5.2007, 1980.21, 190.422, 0
5.20096, 1980.26, 190.418, 0
5.20122, 1980.31, 190.414, 0
5.20149, 1980.36, 190.41, 0
5.20175, 1980.41, 190.407, 0
5.20201, 1980.46, 190.403, 0
5.20227, 1980.51, 190.399, 0
5.20254, 1980.56, 190.395, 0
5.2028, 1980.61, 190.391, 0
5.20306, 1980.66, 190.387, 0
5.20333, 1980.71, 190.383, 0
5.20359, 1980.76, 190.379, 0
5.20385, 1980.81, 190.376, 0
5.20411, 1980.86, 190.372, 0
5.20438, 1980.91, 190.368, 0
5.20464, 1980.96, 190.364, 0
5.2049, 1981.01, 190.36, 0
5.20516, 1981.06, 190.356, 0
5.20543, 1981.11, 190.352, 0
5.20569, 1981.16, 190.349, 0
5.20595, 1981.21, 190.345, 0
5.20621, 1981.26, 190.341, 0
5.20648, 1981.31, 190.337, 0
5.20674, 1981.36, 190.333, 0
5.207, 1981.41, 190.329, 0
5.20727, 1981.46, 190.325, 0
5.20753, 1981.51, 190.321, 0
5.20779, 1981.56, 190.318, 0
5.20805, 1981.61, 190.314, 0
5.20832, 1981.66, 190.31, 0
5.20858, 1981.71, 190.306, 0
5.20884, 1981.76, 190.302, 0
5.2091, 1981.81, 190.298, 0
5.20937, 1981.86, 190.294, 0
5.20963, 1981.91, 190.29, 0
5.20989, 1981.96, 190.287, 0
5.21016, 1982.01, 190.283, 0
5.21042, 1982.06, 190.279, 0
5.21068, 1982.11, 190.275, 0
5.21094, 1982.16, 190.271, 0
5.21121, 1982.21, 190.267, 0
5.21147, 1982.26, 190.263, 0
5.21173, 1982.31, 190.259, 0
5.212, 1982.36, 190.256, 0
5.21226, 1982.41, 190.252, 0
5.21252, 1982.46, 190.248, 0
5.21278, 1982.51, 190.244, 0
5.21305, 1982.56, 190.24, 0
5.21331, 1982.61, 190.236, 0
5.21357, 1982.66, 190.232, 0
5.21383, 1982.71, 190.228, 0
5.2141, 1982.76, 190.225, 0
5.21436, 1982.81, 190.221, 0
5.21462, 1982.86, 190.217, 0
5.21489, 1982.91, 190.213, 0
5.21515, 1982.96, 190.209, 0
5.21541, 1983.01, 190.205, 0
5.21567, 1983.06, 190.201, 0
5.21594, 1983.11, 190.197, 0
5.2162, 1983.16, 190.194, 0
5.21646, 1983.21, 190.19, 0
5.21673, 1983.26, 190.186, 0
5.21699, 1983.31, 190.182, 0
