Simulation created and run on: 
Fri Nov  4 09:23:42 2022


Time (s), Height (m), Velocity (m/s), Deployment Angle (radians)
0.000175706, 762.964, 284.566, 0
0.000351415, 763.014, 284.562, 0
0.000527126, 763.064, 284.558, 0
0.00070284, 763.114, 284.554, 0
0.000878556, 763.164, 284.55, 0
0.00105427, 763.214, 284.546, 0
0.00123, 763.264, 284.542, 0
0.00140572, 763.314, 284.538, 0
0.00158144, 763.364, 284.534, 0
0.00175717, 763.414, 284.53, 0
0.0019329, 763.464, 284.526, 0
0.00210864, 763.514, 284.522, 0
0.00228437, 763.564, 284.518, 0
0.00246011, 763.614, 284.514, 0
0.00263585, 763.664, 284.51, 0
0.0028116, 763.714, 284.506, 0
0.00298734, 763.764, 284.502, 0
0.00316309, 763.814, 284.498, 0
0.00333884, 763.864, 284.494, 0
0.00351459, 763.914, 284.49, 0
0.00369035, 763.964, 284.486, 0
0.00386611, 764.014, 284.482, 0
0.00404187, 764.064, 284.478, 0
0.00421763, 764.114, 284.474, 0
0.0043934, 764.164, 284.47, 0
0.00456917, 764.214, 284.466, 0
0.00474494, 764.264, 284.462, 0
0.00492071, 764.314, 284.458, 0
0.00509649, 764.364, 284.454, 0
0.00527226, 764.414, 284.45, 0
0.00544804, 764.464, 284.446, 0
0.00562383, 764.514, 284.442, 0
0.00579961, 764.564, 284.438, 0
0.0059754, 764.614, 284.434, 0
0.00615119, 764.664, 284.43, 0
0.00632698, 764.714, 284.426, 0
0.00650278, 764.764, 284.422, 0
0.00667858, 764.814, 284.418, 0
0.00685438, 764.864, 284.413, 0
0.00703018, 764.914, 284.409, 0
0.00720599, 764.964, 284.405, 0
0.00738179, 765.014, 284.401, 0
0.0075576, 765.064, 284.397, 0
0.00773342, 765.114, 284.393, 0
0.00790923, 765.164, 284.389, 0
0.00808505, 765.214, 284.385, 0
0.00826087, 765.264, 284.381, 0
0.00843669, 765.314, 284.377, 0
0.00861252, 765.364, 284.373, 0
0.00878835, 765.414, 284.369, 0
0.00896418, 765.464, 284.365, 0
0.00914001, 765.514, 284.361, 0
0.00931584, 765.564, 284.357, 0
0.00949168, 765.614, 284.353, 0
0.00966752, 765.664, 284.349, 0
0.00984336, 765.714, 284.345, 0
0.0100192, 765.764, 284.341, 0
0.0101951, 765.814, 284.337, 0
0.0103709, 765.864, 284.333, 0
0.0105468, 765.914, 284.329, 0
0.0107226, 765.964, 284.325, 0
0.0108985, 766.014, 284.321, 0
0.0110743, 766.064, 284.317, 0
0.0112502, 766.114, 284.313, 0
0.0114261, 766.164, 284.309, 0
0.0116019, 766.214, 284.305, 0
0.0117778, 766.264, 284.301, 0
0.0119537, 766.314, 284.297, 0
0.0121295, 766.364, 284.293, 0
0.0123054, 766.414, 284.289, 0
0.0124813, 766.464, 284.285, 0
0.0126572, 766.514, 284.281, 0
0.0128331, 766.564, 284.277, 0
0.013009, 766.614, 284.273, 0
0.0131848, 766.664, 284.269, 0
0.0133607, 766.714, 284.265, 0
0.0135366, 766.764, 284.261, 0
0.0137125, 766.814, 284.257, 0
0.0138884, 766.864, 284.253, 0
0.0140643, 766.914, 284.249, 0
0.0142402, 766.964, 284.245, 0
0.0144161, 767.014, 284.241, 0
0.0145921, 767.064, 284.237, 0
0.014768, 767.114, 284.233, 0
0.0149439, 767.164, 284.229, 0
0.0151198, 767.214, 284.225, 0
0.0152957, 767.264, 284.221, 0
0.0154716, 767.314, 284.217, 0
0.0156476, 767.364, 284.213, 0
0.0158235, 767.414, 284.209, 0
0.0159994, 767.464, 284.205, 0
0.0161753, 767.514, 284.201, 0
0.0163513, 767.564, 284.197, 0
0.0165272, 767.614, 284.193, 0
0.0167032, 767.664, 284.189, 0
0.0168791, 767.714, 284.185, 0
0.017055, 767.764, 284.181, 0
0.017231, 767.814, 284.177, 0
0.0174069, 767.864, 284.173, 0
0.0175829, 767.914, 284.169, 0
0.0177588, 767.964, 284.165, 0
0.0179348, 768.014, 284.161, 0
0.0181108, 768.064, 284.157, 0
0.0182867, 768.114, 284.153, 0
0.0184627, 768.164, 284.149, 0
0.0186387, 768.214, 284.145, 0
0.0188146, 768.264, 284.141, 0
0.0189906, 768.314, 284.137, 0
0.0191666, 768.364, 284.133, 0
0.0193425, 768.414, 284.129, 0
0.0195185, 768.464, 284.125, 0
0.0196945, 768.514, 284.121, 0
0.0198705, 768.564, 284.117, 0
0.0200465, 768.614, 284.113, 0
0.0202225, 768.664, 284.109, 0
0.0203985, 768.714, 284.105, 0
0.0205745, 768.764, 284.101, 0
0.0207504, 768.814, 284.097, 0
0.0209264, 768.864, 284.093, 0
0.0211024, 768.914, 284.089, 0
0.0212785, 768.964, 284.085, 0
0.0214545, 769.014, 284.081, 0
0.0216305, 769.064, 284.077, 0
0.0218065, 769.114, 284.073, 0
0.0219825, 769.164, 284.069, 0
0.0221585, 769.214, 284.065, 0
0.0223345, 769.264, 284.06, 0
0.0225106, 769.314, 284.056, 0
0.0226866, 769.364, 284.052, 0
0.0228626, 769.414, 284.048, 0
0.0230386, 769.464, 284.044, 0
0.0232147, 769.514, 284.04, 0
0.0233907, 769.564, 284.036, 0
0.0235667, 769.614, 284.032, 0
0.0237428, 769.664, 284.028, 0
0.0239188, 769.714, 284.024, 0
0.0240949, 769.764, 284.02, 0
0.0242709, 769.814, 284.016, 0
0.0244469, 769.864, 284.012, 0
0.024623, 769.914, 284.008, 0
0.0247991, 769.964, 284.004, 0
0.0249751, 770.014, 284, 0
0.0251512, 770.064, 283.996, 0
0.0253272, 770.114, 283.992, 0
0.0255033, 770.164, 283.988, 0
0.0256794, 770.214, 283.984, 0
0.0258554, 770.264, 283.98, 0
0.0260315, 770.314, 283.976, 0
0.0262076, 770.364, 283.972, 0
0.0263836, 770.414, 283.968, 0
0.0265597, 770.464, 283.964, 0
0.0267358, 770.514, 283.96, 0
0.0269119, 770.564, 283.956, 0
0.027088, 770.614, 283.952, 0
0.0272641, 770.664, 283.948, 0
0.0274402, 770.714, 283.944, 0
0.0276163, 770.764, 283.94, 0
0.0277923, 770.814, 283.936, 0
0.0279684, 770.864, 283.932, 0
0.0281445, 770.914, 283.928, 0
0.0283206, 770.964, 283.924, 0
0.0284968, 771.014, 283.92, 0
0.0286729, 771.064, 283.916, 0
0.028849, 771.114, 283.912, 0
0.0290251, 771.164, 283.908, 0
0.0292012, 771.214, 283.904, 0
0.0293773, 771.264, 283.9, 0
0.0295534, 771.314, 283.896, 0
0.0297296, 771.364, 283.892, 0
0.0299057, 771.414, 283.888, 0
0.0300818, 771.464, 283.884, 0
0.0302579, 771.514, 283.88, 0
0.0304341, 771.564, 283.876, 0
0.0306102, 771.614, 283.872, 0
0.0307864, 771.664, 283.868, 0
0.0309625, 771.714, 283.864, 0
0.0311386, 771.764, 283.86, 0
0.0313148, 771.814, 283.856, 0
0.0314909, 771.864, 283.852, 0
0.0316671, 771.914, 283.848, 0
0.0318432, 771.964, 283.844, 0
0.0320194, 772.014, 283.84, 0
0.0321956, 772.064, 283.836, 0
0.0323717, 772.114, 283.832, 0
0.0325479, 772.164, 283.828, 0
0.032724, 772.214, 283.824, 0
0.0329002, 772.264, 283.82, 0
0.0330764, 772.314, 283.816, 0
0.0332526, 772.364, 283.812, 0
0.0334287, 772.414, 283.808, 0
0.0336049, 772.464, 283.804, 0
0.0337811, 772.514, 283.8, 0
0.0339573, 772.564, 283.796, 0
0.0341335, 772.614, 283.792, 0
0.0343096, 772.664, 283.788, 0
0.0344858, 772.714, 283.784, 0
0.034662, 772.764, 283.78, 0
0.0348382, 772.814, 283.776, 0
0.0350144, 772.864, 283.772, 0
0.0351906, 772.914, 283.768, 0
0.0353668, 772.964, 283.764, 0
0.035543, 773.014, 283.76, 0
0.0357192, 773.064, 283.756, 0
0.0358954, 773.114, 283.752, 0
0.0360717, 773.164, 283.748, 0
0.0362479, 773.214, 283.744, 0
0.0364241, 773.264, 283.74, 0
0.0366003, 773.314, 283.736, 0
0.0367765, 773.364, 283.732, 0
0.0369528, 773.414, 283.728, 0
0.037129, 773.464, 283.724, 0
0.0373052, 773.514, 283.72, 0
0.0374815, 773.564, 283.716, 0
0.0376577, 773.614, 283.712, 0
0.0378339, 773.664, 283.708, 0
0.0380102, 773.714, 283.704, 0
0.0381864, 773.764, 283.7, 0
0.0383627, 773.814, 283.696, 0
0.0385389, 773.864, 283.692, 0
0.0387152, 773.914, 283.688, 0
0.0388914, 773.964, 283.684, 0
0.0390677, 774.014, 283.68, 0
0.0392439, 774.064, 283.676, 0
0.0394202, 774.114, 283.672, 0
0.0395964, 774.164, 283.668, 0
0.0397727, 774.214, 283.664, 0
0.039949, 774.264, 283.66, 0
0.0401252, 774.314, 283.656, 0
0.0403015, 774.364, 283.652, 0
0.0404778, 774.414, 283.648, 0
0.0406541, 774.464, 283.644, 0
0.0408303, 774.514, 283.64, 0
0.0410066, 774.564, 283.636, 0
0.0411829, 774.614, 283.632, 0
0.0413592, 774.664, 283.628, 0
0.0415355, 774.714, 283.623, 0
0.0417118, 774.764, 283.619, 0
0.0418881, 774.814, 283.615, 0
0.0420644, 774.864, 283.611, 0
0.0422407, 774.914, 283.607, 0
0.042417, 774.964, 283.603, 0
0.0425933, 775.014, 283.599, 0
0.0427696, 775.064, 283.595, 0
0.0429459, 775.114, 283.591, 0
0.0431222, 775.164, 283.587, 0
0.0432985, 775.214, 283.583, 0
0.0434748, 775.264, 283.579, 0
0.0436512, 775.314, 283.575, 0
0.0438275, 775.364, 283.571, 0
0.0440038, 775.414, 283.567, 0
0.0441801, 775.464, 283.563, 0
0.0443565, 775.514, 283.559, 0
0.0445328, 775.564, 283.555, 0
0.0447091, 775.614, 283.551, 0
0.0448855, 775.664, 283.547, 0
0.0450618, 775.714, 283.543, 0
0.0452382, 775.764, 283.539, 0
0.0454145, 775.814, 283.535, 0
0.0455909, 775.864, 283.531, 0
0.0457672, 775.914, 283.527, 0
0.0459436, 775.964, 283.523, 0
0.0461199, 776.014, 283.519, 0
0.0462963, 776.064, 283.515, 0
0.0464726, 776.114, 283.511, 0
0.046649, 776.164, 283.507, 0
0.0468254, 776.214, 283.503, 0
0.0470017, 776.264, 283.499, 0
0.0471781, 776.314, 283.495, 0
0.0473545, 776.364, 283.491, 0
0.0475308, 776.414, 283.487, 0
0.0477072, 776.464, 283.483, 0
0.0478836, 776.514, 283.479, 0
0.04806, 776.564, 283.475, 0
0.0482364, 776.614, 283.471, 0
0.0484127, 776.664, 283.467, 0
0.0485891, 776.714, 283.463, 0
0.0487655, 776.764, 283.459, 0
0.0489419, 776.814, 283.455, 0
0.0491183, 776.864, 283.451, 0
0.0492947, 776.914, 283.447, 0
0.0494711, 776.964, 283.443, 0
0.0496475, 777.014, 283.439, 0
0.0498239, 777.064, 283.435, 0
0.0500003, 777.114, 283.431, 0
0.0501768, 777.164, 283.427, 0
0.0503532, 777.214, 283.423, 0
0.0505296, 777.264, 283.419, 0
0.050706, 777.314, 283.415, 0
0.0508824, 777.364, 283.411, 0
0.0510589, 777.414, 283.407, 0
0.0512353, 777.464, 283.403, 0
0.0514117, 777.514, 283.399, 0
0.0515881, 777.564, 283.395, 0
0.0517646, 777.614, 283.391, 0
0.051941, 777.664, 283.387, 0
0.0521175, 777.714, 283.383, 0
0.0522939, 777.764, 283.379, 0
0.0524703, 777.814, 283.375, 0
0.0526468, 777.864, 283.371, 0
0.0528232, 777.914, 283.367, 0
0.0529997, 777.964, 283.363, 0
0.0531761, 778.014, 283.359, 0
0.0533526, 778.064, 283.355, 0
0.0535291, 778.114, 283.351, 0
0.0537055, 778.164, 283.347, 0
0.053882, 778.214, 283.343, 0
0.0540585, 778.264, 283.339, 0
0.0542349, 778.314, 283.335, 0
0.0544114, 778.364, 283.331, 0
0.0545879, 778.414, 283.327, 0
0.0547644, 778.464, 283.323, 0
0.0549408, 778.514, 283.319, 0
0.0551173, 778.564, 283.315, 0
0.0552938, 778.614, 283.311, 0
0.0554703, 778.664, 283.307, 0
0.0556468, 778.714, 283.303, 0
0.0558233, 778.764, 283.299, 0
0.0559998, 778.814, 283.295, 0
0.0561763, 778.864, 283.291, 0
0.0563528, 778.914, 283.287, 0
0.0565293, 778.964, 283.283, 0
0.0567058, 779.014, 283.279, 0
0.0568823, 779.064, 283.275, 0
0.0570588, 779.114, 283.271, 0
0.0572353, 779.164, 283.267, 0
0.0574118, 779.214, 283.263, 0
0.0575883, 779.264, 283.259, 0
0.0577648, 779.314, 283.255, 0
0.0579414, 779.364, 283.251, 0
0.0581179, 779.414, 283.247, 0
0.0582944, 779.464, 283.243, 0
0.0584709, 779.514, 283.239, 0
0.0586475, 779.564, 283.235, 0
0.058824, 779.614, 283.231, 0
0.0590005, 779.664, 283.227, 0
0.0591771, 779.714, 283.223, 0
0.0593536, 779.764, 283.219, 0
0.0595302, 779.814, 283.215, 0
0.0597067, 779.864, 283.211, 0
0.0598833, 779.914, 283.207, 0
0.0600598, 779.964, 283.203, 0
0.0602364, 780.014, 283.199, 0
0.0604129, 780.064, 283.195, 0
0.0605895, 780.114, 283.191, 0
0.0607661, 780.164, 283.187, 0
0.0609426, 780.214, 283.183, 0
0.0611192, 780.264, 283.179, 0
0.0612958, 780.314, 283.175, 0
0.0614723, 780.364, 283.171, 0
0.0616489, 780.414, 283.167, 0
0.0618255, 780.464, 283.163, 0
0.0620021, 780.514, 283.159, 0
0.0621786, 780.564, 283.155, 0
0.0623552, 780.614, 283.151, 0
0.0625318, 780.664, 283.147, 0
0.0627084, 780.714, 283.143, 0
0.062885, 780.764, 283.139, 0
0.0630616, 780.814, 283.135, 0
0.0632382, 780.864, 283.131, 0
0.0634148, 780.914, 283.127, 0
0.0635914, 780.964, 283.123, 0
0.063768, 781.014, 283.119, 0
0.0639446, 781.064, 283.115, 0
0.0641212, 781.114, 283.111, 0
0.0642978, 781.164, 283.107, 0
0.0644744, 781.214, 283.103, 0
0.0646511, 781.264, 283.099, 0
0.0648277, 781.314, 283.095, 0
0.0650043, 781.364, 283.091, 0
0.0651809, 781.414, 283.087, 0
0.0653575, 781.464, 283.083, 0
0.0655342, 781.514, 283.079, 0
0.0657108, 781.564, 283.075, 0
0.0658874, 781.614, 283.071, 0
0.0660641, 781.664, 283.067, 0
0.0662407, 781.714, 283.063, 0
0.0664174, 781.764, 283.059, 0
0.066594, 781.814, 283.055, 0
0.0667706, 781.864, 283.051, 0
0.0669473, 781.914, 283.047, 0
0.0671239, 781.964, 283.043, 0
0.0673006, 782.014, 283.039, 0
0.0674773, 782.064, 283.035, 0
0.0676539, 782.114, 283.031, 0
0.0678306, 782.164, 283.027, 0
0.0680072, 782.214, 283.023, 0
0.0681839, 782.264, 283.019, 0
0.0683606, 782.314, 283.015, 0
0.0685373, 782.364, 283.011, 0
0.0687139, 782.414, 283.007, 0
0.0688906, 782.464, 283.003, 0
0.0690673, 782.514, 282.999, 0
0.069244, 782.564, 282.995, 0
0.0694207, 782.614, 282.991, 0
0.0695973, 782.664, 282.986, 0
0.069774, 782.714, 282.982, 0
0.0699507, 782.764, 282.978, 0
0.0701274, 782.814, 282.974, 0
0.0703041, 782.864, 282.97, 0
0.0704808, 782.914, 282.966, 0
0.0706575, 782.964, 282.962, 0
0.0708342, 783.014, 282.958, 0
0.0710109, 783.064, 282.954, 0
0.0711876, 783.114, 282.95, 0
0.0713643, 783.164, 282.946, 0
0.0715411, 783.214, 282.942, 0
0.0717178, 783.264, 282.938, 0
0.0718945, 783.314, 282.934, 0
0.0720712, 783.364, 282.93, 0
0.0722479, 783.414, 282.926, 0
0.0724247, 783.464, 282.922, 0
0.0726014, 783.514, 282.918, 0
0.0727781, 783.564, 282.914, 0
0.0729549, 783.614, 282.91, 0
0.0731316, 783.664, 282.906, 0
0.0733083, 783.714, 282.902, 0
0.0734851, 783.764, 282.898, 0
0.0736618, 783.814, 282.894, 0
0.0738386, 783.864, 282.89, 0
0.0740153, 783.914, 282.886, 0
0.0741921, 783.964, 282.882, 0
0.0743688, 784.014, 282.878, 0
0.0745456, 784.064, 282.874, 0
0.0747223, 784.114, 282.87, 0
0.0748991, 784.164, 282.866, 0
0.0750759, 784.214, 282.862, 0
0.0752526, 784.264, 282.858, 0
0.0754294, 784.314, 282.854, 0
0.0756062, 784.364, 282.85, 0
0.075783, 784.414, 282.846, 0
0.0759597, 784.464, 282.842, 0
0.0761365, 784.514, 282.838, 0
0.0763133, 784.564, 282.834, 0
0.0764901, 784.614, 282.83, 0
0.0766669, 784.664, 282.826, 0
0.0768437, 784.714, 282.822, 0
0.0770204, 784.764, 282.818, 0
0.0771972, 784.814, 282.814, 0
0.077374, 784.864, 282.81, 0
0.0775508, 784.914, 282.806, 0
0.0777276, 784.964, 282.802, 0
0.0779044, 785.014, 282.798, 0
0.0780812, 785.064, 282.794, 0
0.0782581, 785.114, 282.79, 0
0.0784349, 785.164, 282.786, 0
0.0786117, 785.214, 282.782, 0
0.0787885, 785.264, 282.778, 0
0.0789653, 785.314, 282.774, 0
0.0791421, 785.364, 282.77, 0
0.079319, 785.414, 282.766, 0
0.0794958, 785.464, 282.762, 0
0.0796726, 785.514, 282.758, 0
0.0798495, 785.564, 282.754, 0
0.0800263, 785.614, 282.75, 0
0.0802031, 785.664, 282.746, 0
0.08038, 785.714, 282.742, 0
0.0805568, 785.764, 282.738, 0
0.0807337, 785.814, 282.734, 0
0.0809105, 785.864, 282.73, 0
0.0810874, 785.914, 282.726, 0
0.0812642, 785.964, 282.722, 0
0.0814411, 786.014, 282.718, 0
0.0816179, 786.064, 282.714, 0
0.0817948, 786.114, 282.71, 0
0.0819716, 786.164, 282.706, 0
0.0821485, 786.214, 282.702, 0
0.0823254, 786.264, 282.698, 0
0.0825022, 786.314, 282.694, 0
0.0826791, 786.364, 282.69, 0
0.082856, 786.414, 282.686, 0
0.0830329, 786.464, 282.682, 0
0.0832097, 786.514, 282.678, 0
0.0833866, 786.564, 282.674, 0
0.0835635, 786.614, 282.67, 0
0.0837404, 786.664, 282.666, 0
0.0839173, 786.714, 282.662, 0
0.0840942, 786.764, 282.658, 0
0.0842711, 786.814, 282.654, 0
0.084448, 786.864, 282.65, 0
0.0846249, 786.914, 282.646, 0
0.0848018, 786.964, 282.642, 0
0.0849787, 787.014, 282.638, 0
0.0851556, 787.064, 282.634, 0
0.0853325, 787.114, 282.63, 0
0.0855094, 787.164, 282.626, 0
0.0856863, 787.214, 282.622, 0
0.0858632, 787.264, 282.618, 0
0.0860402, 787.314, 282.614, 0
0.0862171, 787.364, 282.61, 0
0.086394, 787.414, 282.606, 0
0.0865709, 787.464, 282.602, 0
0.0867479, 787.514, 282.598, 0
0.0869248, 787.564, 282.594, 0
0.0871017, 787.614, 282.59, 0
0.0872787, 787.664, 282.586, 0
0.0874556, 787.714, 282.582, 0
0.0876325, 787.764, 282.578, 0
0.0878095, 787.814, 282.574, 0
0.0879864, 787.864, 282.57, 0
0.0881634, 787.914, 282.566, 0
0.0883403, 787.964, 282.562, 0
0.0885173, 788.014, 282.558, 0
0.0886942, 788.064, 282.554, 0
0.0888712, 788.114, 282.55, 0
0.0890482, 788.164, 282.546, 0
0.0892251, 788.214, 282.542, 0
0.0894021, 788.264, 282.538, 0
0.0895791, 788.314, 282.534, 0
0.089756, 788.364, 282.53, 0
0.089933, 788.414, 282.526, 0
0.09011, 788.464, 282.522, 0
0.090287, 788.514, 282.518, 0
0.090464, 788.564, 282.514, 0
0.0906409, 788.614, 282.51, 0
0.0908179, 788.664, 282.506, 0
0.0909949, 788.714, 282.502, 0
0.0911719, 788.764, 282.498, 0
0.0913489, 788.814, 282.494, 0
0.0915259, 788.864, 282.49, 0
0.0917029, 788.914, 282.486, 0
0.0918799, 788.964, 282.482, 0
0.0920569, 789.014, 282.478, 0
0.0922339, 789.064, 282.474, 0
0.0924109, 789.114, 282.47, 0
0.0925879, 789.164, 282.466, 0
0.092765, 789.214, 282.462, 0
0.092942, 789.264, 282.458, 0
0.093119, 789.314, 282.454, 0
0.093296, 789.364, 282.45, 0
0.093473, 789.414, 282.446, 0
0.0936501, 789.464, 282.442, 0
0.0938271, 789.514, 282.438, 0
0.0940041, 789.564, 282.434, 0
0.0941812, 789.614, 282.43, 0
0.0943582, 789.664, 282.426, 0
0.0945352, 789.714, 282.422, 0
0.0947123, 789.764, 282.418, 0
0.0948893, 789.814, 282.414, 0
0.0950664, 789.864, 282.41, 0
0.0952434, 789.914, 282.406, 0
0.0954205, 789.964, 282.402, 0
0.0955975, 790.014, 282.398, 0
0.0957746, 790.064, 282.394, 0
0.0959517, 790.114, 282.39, 0
0.0961287, 790.164, 282.386, 0
0.0963058, 790.214, 282.382, 0
0.0964829, 790.264, 282.378, 0
0.0966599, 790.314, 282.374, 0
0.096837, 790.364, 282.37, 0
0.0970141, 790.414, 282.366, 0
0.0971911, 790.464, 282.362, 0
0.0973682, 790.514, 282.358, 0
0.0975453, 790.564, 282.354, 0
0.0977224, 790.614, 282.35, 0
0.0978995, 790.664, 282.346, 0
0.0980766, 790.714, 282.342, 0
0.0982537, 790.764, 282.338, 0
0.0984308, 790.814, 282.334, 0
0.0986079, 790.864, 282.33, 0
0.098785, 790.914, 282.326, 0
0.0989621, 790.964, 282.322, 0
0.0991392, 791.014, 282.318, 0
0.0993163, 791.064, 282.314, 0
0.0994934, 791.114, 282.31, 0
0.0996705, 791.164, 282.306, 0
0.0998476, 791.214, 282.302, 0
0.100025, 791.264, 282.298, 0
0.100202, 791.314, 282.294, 0
0.100379, 791.364, 282.29, 0
0.100556, 791.414, 282.286, 0
0.100733, 791.464, 282.282, 0
0.10091, 791.514, 282.278, 0
0.101087, 791.564, 282.274, 0
0.101265, 791.614, 282.27, 0
0.101442, 791.664, 282.266, 0
0.101619, 791.714, 282.262, 0
0.101796, 791.764, 282.258, 0
0.101973, 791.814, 282.254, 0
0.10215, 791.864, 282.25, 0
0.102327, 791.914, 282.246, 0
0.102505, 791.964, 282.242, 0
0.102682, 792.014, 282.238, 0
0.102859, 792.064, 282.234, 0
0.103036, 792.114, 282.23, 0
0.103213, 792.164, 282.226, 0
0.10339, 792.214, 282.222, 0
0.103568, 792.264, 282.218, 0
0.103745, 792.314, 282.214, 0
0.103922, 792.364, 282.21, 0
0.104099, 792.414, 282.206, 0
0.104276, 792.464, 282.202, 0
0.104453, 792.514, 282.198, 0
0.104631, 792.564, 282.194, 0
0.104808, 792.614, 282.19, 0
0.104985, 792.664, 282.186, 0
0.105162, 792.714, 282.182, 0
0.105339, 792.764, 282.178, 0
0.105517, 792.814, 282.174, 0
0.105694, 792.864, 282.17, 0
0.105871, 792.914, 282.166, 0
0.106048, 792.964, 282.162, 0
0.106225, 793.014, 282.158, 0
0.106403, 793.064, 282.154, 0
0.10658, 793.114, 282.15, 0
0.106757, 793.164, 282.146, 0
0.106934, 793.214, 282.142, 0
0.107111, 793.264, 282.138, 0
0.107289, 793.314, 282.134, 0
0.107466, 793.364, 282.13, 0
0.107643, 793.414, 282.126, 0
0.10782, 793.464, 282.122, 0
0.107998, 793.514, 282.118, 0
0.108175, 793.564, 282.114, 0
0.108352, 793.614, 282.11, 0
0.108529, 793.664, 282.106, 0
0.108707, 793.714, 282.102, 0
0.108884, 793.764, 282.098, 0
0.109061, 793.814, 282.094, 0
0.109238, 793.864, 282.09, 0
0.109416, 793.914, 282.086, 0
0.109593, 793.964, 282.082, 0
0.10977, 794.014, 282.078, 0
0.109947, 794.064, 282.074, 0
0.110125, 794.114, 282.07, 0
0.110302, 794.164, 282.066, 0
0.110479, 794.214, 282.062, 0
0.110656, 794.264, 282.058, 0
0.110834, 794.314, 282.054, 0
0.111011, 794.364, 282.05, 0
0.111188, 794.414, 282.046, 0
0.111365, 794.464, 282.042, 0
0.111543, 794.514, 282.038, 0
0.11172, 794.564, 282.034, 0
0.111897, 794.614, 282.03, 0
0.112075, 794.664, 282.026, 0
0.112252, 794.714, 282.022, 0
0.112429, 794.764, 282.018, 0
0.112607, 794.814, 282.014, 0
0.112784, 794.864, 282.01, 0
0.112961, 794.914, 282.006, 0
0.113138, 794.964, 282.002, 0
0.113316, 795.014, 281.998, 0
0.113493, 795.064, 281.994, 0
0.11367, 795.114, 281.99, 0
0.113848, 795.164, 281.986, 0
0.114025, 795.214, 281.982, 0
0.114202, 795.264, 281.978, 0
0.11438, 795.314, 281.974, 0
0.114557, 795.364, 281.97, 0
0.114734, 795.414, 281.966, 0
0.114912, 795.464, 281.962, 0
0.115089, 795.514, 281.958, 0
0.115266, 795.564, 281.954, 0
0.115444, 795.614, 281.95, 0
0.115621, 795.664, 281.946, 0
0.115798, 795.714, 281.942, 0
0.115976, 795.764, 281.938, 0
0.116153, 795.814, 281.934, 0
0.11633, 795.864, 281.93, 0
0.116508, 795.914, 281.926, 0
0.116685, 795.964, 281.922, 0
0.116862, 796.014, 281.918, 0
0.11704, 796.064, 281.914, 0
0.117217, 796.114, 281.91, 0
0.117394, 796.164, 281.906, 0
0.117572, 796.214, 281.902, 0
0.117749, 796.264, 281.898, 0
0.117927, 796.314, 281.894, 0
0.118104, 796.364, 281.89, 0
0.118281, 796.414, 281.886, 0
0.118459, 796.464, 281.882, 0
0.118636, 796.514, 281.878, 0
0.118813, 796.564, 281.874, 0
0.118991, 796.614, 281.87, 0
0.119168, 796.664, 281.866, 0
0.119346, 796.714, 281.862, 0
0.119523, 796.764, 281.858, 0
0.1197, 796.814, 281.854, 0
0.119878, 796.864, 281.85, 0
0.120055, 796.914, 281.846, 0
0.120233, 796.964, 281.842, 0
0.12041, 797.014, 281.838, 0
0.120587, 797.064, 281.834, 0
0.120765, 797.114, 281.83, 0
0.120942, 797.164, 281.826, 0
0.12112, 797.214, 281.822, 0
0.121297, 797.264, 281.818, 0
0.121475, 797.314, 281.814, 0
0.121652, 797.364, 281.81, 0
0.121829, 797.414, 281.806, 0
0.122007, 797.464, 281.802, 0
0.122184, 797.514, 281.798, 0
0.122362, 797.564, 281.794, 0
0.122539, 797.614, 281.79, 0
0.122717, 797.664, 281.786, 0
0.122894, 797.714, 281.782, 0
0.123071, 797.764, 281.778, 0
0.123249, 797.814, 281.774, 0
0.123426, 797.864, 281.77, 0
0.123604, 797.914, 281.766, 0
0.123781, 797.964, 281.762, 0
0.123959, 798.014, 281.758, 0
0.124136, 798.064, 281.754, 0
0.124314, 798.114, 281.75, 0
0.124491, 798.164, 281.746, 0
0.124669, 798.214, 281.742, 0
0.124846, 798.264, 281.738, 0
0.125023, 798.314, 281.734, 0
0.125201, 798.364, 281.73, 0
0.125378, 798.414, 281.726, 0
0.125556, 798.464, 281.722, 0
0.125733, 798.514, 281.718, 0
0.125911, 798.564, 281.714, 0
0.126088, 798.614, 281.71, 0
0.126266, 798.664, 281.706, 0
0.126443, 798.714, 281.702, 0
0.126621, 798.764, 281.698, 0
0.126798, 798.814, 281.694, 0
0.126976, 798.864, 281.69, 0
0.127153, 798.914, 281.686, 0
0.127331, 798.964, 281.682, 0
0.127508, 799.014, 281.678, 0
0.127686, 799.064, 281.674, 0
0.127863, 799.114, 281.67, 0
0.128041, 799.164, 281.666, 0
0.128218, 799.214, 281.662, 0
0.128396, 799.264, 281.658, 0
0.128573, 799.314, 281.654, 0
0.128751, 799.364, 281.65, 0
0.128929, 799.414, 281.646, 0
0.129106, 799.464, 281.642, 0
0.129284, 799.514, 281.638, 0
0.129461, 799.564, 281.634, 0
0.129639, 799.614, 281.63, 0
0.129816, 799.664, 281.626, 0
0.129994, 799.714, 281.622, 0
0.130171, 799.764, 281.618, 0
0.130349, 799.814, 281.614, 0
0.130526, 799.864, 281.61, 0
0.130704, 799.914, 281.606, 0
0.130881, 799.964, 281.602, 0
0.131059, 800.014, 281.598, 0
0.131237, 800.064, 281.594, 0
0.131414, 800.114, 281.59, 0
0.131592, 800.164, 281.586, 0
